,Subtype
AF100938,B
AF101114,C
AF101115,C
AF101117,C
AF101118,C
AF101119,C
AF101120,C
AF101121,B
AF101122,B
AF101123,C
AF101125,C
AF101126,C
AF101458,C
AF101460,C
AF101461,C
AF101462,C
AF101463,C
AF101464,C
AF101465,C
AF103919,C
AF103925,C
AF103932,C
AF103933,C
AF105432,B
AF105474,B
AF105518,B
AF105559,B
AF105595,B
AF105638,B
AF106150,B
AF106151,B
AF106154,B
AF106155,B
AF106156,B
AF106157,B
AF106158,C
AF106159,B
AF106162,C
AF106164,C
AF106165,C
AF106166,C
AF106169,C
AF106173,B
AF106350,C
AF106351,C
AF106352,C
AF106353,C
AF106354,C
AF106355,C
AF106356,C
AF110959,C
AF110962,C
AF110967,C
AF110969,C
AF110972,C
AF110973,C
AF110976,C
AF110979,C
AF112539,B
AF112542,B
AF112547,B
AF112550,B
AF112554,B
AF112560,B
AF112563,B
AF112564,B
AF112565,B
AF113561,B
AF113563,B
AF113565,B
AF113569,B
AF113570,B
AF113571,B
AF113572,B
AF113573,B
AF113574,B
AF113576,B
AF125296,C
AF125297,C
AF125300,B
AF125302,B
AF125604,B
AF125606,B
AF125607,B
AF125608,B
AF125609,B
AF125610,B
AF125611,B
AF125612,B
AF125613,B
AF125615,B
AF125616,B
AF125617,B
AF125618,B
AF125619,B
AF125620,B
AF125621,B
AF125622,B
AF125623,B
AF125625,B
AF125626,B
AF125627,B
AF125628,B
AF125630,B
AF125631,B
AF125632,B
AF125633,B
AF125635,B
AF125636,B
AF125637,B
AF125638,B
AF125640,B
AF125641,B
AF125642,B
AF125643,B
AF125644,B
AF125645,B
AF125646,B
AF125647,B
AF125648,B
AF125649,B
AF125650,B
AF125651,B
AF125810,B
AF125851,B
AF125861,B
AF128126,B
AF128961,C
AF128962,C
AF128963,C
AF128964,C
AF128965,C
AF128966,C
AF128967,C
AF128968,C
AF128969,C
AF128970,C
AF128971,C
AF128972,C
AF128973,C
AF128974,C
AF128975,C
AF128976,C
AF128977,C
AF128978,C
AF128979,C
AF128980,C
AF128981,C
AF128982,C
AF128983,C
AF128984,C
AF128985,C
AF128986,C
AF128987,C
AF128988,C
AF128989,C
AF128990,C
AF128991,C
AF128992,C
AF128993,C
AF128994,C
AF128995,C
AF128996,C
AF130388,B
AF130389,B
AF130390,B
AF130396,B
AF130397,B
AF130398,B
AF130399,B
AF130400,B
AF130401,B
AF130402,B
AF130403,B
AF130404,B
AF130405,B
AF132049,B
AF132050,B
AF132051,B
AF132053,B
AF132054,B
AF132055,B
AF132056,B
AF132057,B
AF132058,B
AF132059,B
AF132060,B
AF132061,B
AF132062,B
AF132063,B
AF132064,B
AF132065,B
AF132066,B
AF132067,B
AF132068,B
AF133342,B
AF133343,B
AF133344,B
AF133345,B
AF133346,B
AF137629,B
AF137766,B
AF137898,B
AF138004,B
AF138166,B
AF138305,B
AF138412,B
AF138531,B
AF138652,B
AF142240,B
AF142257,B
AF142276,B
AF142300,B
AF146728,B
AF148228,C
AF148229,C
AF148230,C
AF148231,C
AF148232,C
AF148233,C
AF148234,C
AF148235,C
AF148236,C
AF148237,C
AF148238,C
AF148239,C
AF148240,C
AF148241,C
AF148242,C
AF148243,C
AF148244,C
AF148245,C
AF148247,C
AF148248,C
AF148251,C
AF148252,C
AF148253,C
AF148254,C
AF148255,C
AF148256,C
AF148257,C
AF148258,C
AF148259,C
AF148260,C
AF148261,C
AF148262,B
AF148263,B
AF150060,B
AF150061,B
AF150062,B
AF150063,B
AF150064,B
AF150065,B
AF150066,B
AF150067,B
AF150068,B
AF150069,B
AF150070,B
AF150071,B
AF150072,B
AF150073,B
AF150074,B
AF150075,B
AF150076,B
AF150077,B
AF150078,B
AF150079,B
AF151767,B
AF151768,B
AF151769,B
AF151770,B
AF151771,B
AF151772,B
AF151773,B
AF153129,C
AF153130,C
AF153131,C
AF153132,C
AF153133,C
AF153134,C
AF153135,C
AF153136,C
AF153137,C
AF153138,C
AF153139,C
AF153140,C
AF153141,C
AF153142,C
AF153143,C
AF153144,C
AF153145,C
AF153146,C
AF153147,C
AF153148,C
AF153149,C
AF153150,C
AF153151,C
AF153152,C
AF153153,C
AF153154,C
AF153155,C
AF153156,C
AF153157,C
AF153158,C
AF153159,C
AF153160,C
AF153161,C
AF153162,C
AF153163,C
AF153164,C
AF153165,C
AF153166,C
AF153167,C
AF153168,C
AF153169,C
AF153170,C
AF153171,C
AF153172,C
AF153173,C
AF153174,C
AF153175,C
AF153176,C
AF153177,C
AF153178,C
AF153179,C
AF153180,C
AF153181,C
AF153182,C
AF153183,C
AF153184,C
AF153185,C
AF153186,C
AF153187,C
AF153188,C
AF153189,C
AF153190,C
AF155514,B
AF155515,B
AF155516,B
AF155518,B
AF155519,B
AF155520,B
AF155524,B
AF155525,B
AF155526,B
AF155531,B
AF155534,B
AF155536,B
AF155706,B
AF155707,B
AF155708,B
AF155709,B
AF155710,B
AF155711,B
AF155712,B
AF155713,B
AF155714,B
AF155715,B
AF155716,B
AF155717,B
AF155718,B
AF155719,B
AF155720,B
AF155721,B
AF155722,B
AF155723,B
AF155725,B
AF155726,B
AF155727,B
AF158843,C
AF158844,C
AF158845,C
AF158846,C
AF158847,C
AF158848,C
AF158849,C
AF158850,C
AF158851,C
AF158852,C
AF158853,C
AF158854,C
AF158855,C
AF158856,C
AF158857,C
AF158858,C
AF158859,C
AF158860,C
AF158861,C
AF158862,C
AF158863,C
AF158864,C
AF158865,C
AF158866,C
AF158867,C
AF158868,C
AF158869,C
AF158870,C
AF158871,C
AF158872,C
AF158873,C
AF158874,C
AF158875,C
AF158876,C
AF158877,C
AF158878,C
AF158879,C
AF158880,C
AF158881,C
AF158882,C
AF158883,C
AF158884,C
AF158885,C
AF158886,C
AF158887,C
AF158888,C
AF158889,C
AF158891,C
AF159719,B
AF159731,B
AF159743,B
AF159777,B
AF159859,B
AF159860,B
AF159861,B
AF159862,B
AF159863,B
AF159864,B
AF159865,B
AF159866,B
AF159867,C
AF159869,C
AF159872,C
AF160741,C
AF160744,C
AF160751,C
AF160752,C
AF160753,C
AF160754,C
AF160813,C
AF160814,C
AF160815,C
AF160816,C
AF160817,C
AF160818,C
AF160819,C
AF160820,C
AF160821,C
AF160822,C
AF160823,C
AF160824,C
AF160825,C
AF160826,C
AF160827,C
AF160828,C
AF169597,B
AF169598,B
AF169599,B
AF169600,B
AF169601,B
AF169602,B
AF169603,B
AF169604,B
AF169605,B
AF169606,B
AF169607,B
AF169608,B
AF169609,B
AF169610,B
AF169611,B
AF169612,B
AF169613,B
AF169614,B
AF169615,B
AF169616,B
AF169617,B
AF169618,B
AF169619,B
AF170645,B
AF170653,B
AF170654,B
AF170663,B
AF170664,B
AF170665,B
AF170666,B
AF174756,B
AF174770,B
AF174779,B
AF174794,B
AF177220,B
AF177221,B
AF177222,B
AF177224,B
AF178167,B
AF181288,B
AF181289,B
AF181290,B
AF181291,B
AF181292,B
AF181293,B
AF181294,B
AF181295,B
AF181296,B
AF181298,B
AF181299,B
AF181300,B
AF181301,B
AF181302,B
AF181303,B
AF181304,B
AF181305,B
AF181306,B
AF181307,B
AF181308,B
AF181309,B
AF181310,B
AF181311,B
AF181312,B
AF181313,B
AF181314,B
AF181315,B
AF181316,B
AF181317,B
AF181318,B
AF181319,B
AF181320,B
AF181321,B
AF181322,B
AF181323,B
AF181324,B
AF181325,B
AF181326,B
AF181328,B
AF181329,B
AF181330,B
AF181331,B
AF181332,B
AF181333,B
AF181334,B
AF181335,B
AF181336,B
AF181337,B
AF181338,B
AF181339,B
AF181340,B
AF181341,B
AF181342,B
AF181343,B
AF181344,B
AF181345,B
AF181346,B
AF181347,B
AF181348,B
AF181349,B
AF181350,B
AF181351,B
AF181352,B
AF181353,B
AF181354,B
AF181355,B
AF181356,B
AF181357,B
AF181358,B
AF181359,B
AF181360,B
AF181361,B
AF181362,B
AF181364,B
AF181365,B
AF181366,B
AF181367,B
AF181368,B
AF181369,B
AF181370,B
AF181371,B
AF181372,B
AF181373,B
AF181374,B
AF181375,B
AF181376,B
AF181377,B
AF181378,B
AF181379,B
AF181380,B
AF181382,B
AF181383,B
AF181384,B
AF181385,B
AF181386,B
AF181387,B
AF181388,B
AF181389,B
AF181390,B
AF181391,B
AF181392,B
AF181393,B
AF181394,B
AF181395,B
AF181396,B
AF181397,B
AF181398,B
AF181399,B
AF181400,B
AF181401,B
AF181402,B
AF181403,B
AF181404,B
AF181405,B
AF181406,B
AF181407,B
AF181408,B
AF181409,B
AF181410,B
AF181411,B
AF181412,B
AF181414,B
AF181415,B
AF181416,B
AF181419,B
AF181420,B
AF181421,B
AF181422,B
AF181423,B
AF181424,B
AF181425,B
AF181426,B
AF181427,B
AF181428,B
AF181429,B
AF181430,B
AF181431,B
AF181432,B
AF181433,B
AF181434,B
AF181435,B
AF181437,B
AF181438,B
AF181439,B
AF181440,B
AF181441,B
AF181442,B
AF181443,B
AF181444,B
AF181445,B
AF185293,B
AF185823,B
AF185840,B
AF185863,B
AF185883,B
AF185902,B
AF185921,B
AF188352,B
AF188356,C
AF188681,B
AF188682,B
AF188683,B
AF188684,B
AF188685,B
AF188686,B
AF188687,B
AF188688,B
AF188689,B
AF188690,B
AF188691,B
AF188692,B
AF188693,B
AF188694,B
AF188695,B
AF188696,B
AF188697,B
AF188904,C
AF188936,B
AF188937,B
AF188938,B
AF188939,B
AF188940,B
AF188941,B
AF188942,B
AF188943,B
AF188944,B
AF188945,B
AF188946,B
AF188947,B
AF188948,B
AF188949,B
AF188950,B
AF188951,B
AF188952,B
AF188953,B
AF188954,B
AF188955,B
AF188956,B
AF188957,B
AF188958,B
AF188959,B
AF188960,B
AF188961,B
AF188962,B
AF188963,B
AF188964,B
AF188965,B
AF188966,B
AF188967,B
AF188968,B
AF188969,B
AF188970,B
AF188971,B
AF188972,B
AF188973,B
AF188974,B
AF188975,B
AF188976,B
AF188977,B
AF188978,B
AF188979,B
AF188980,B
AF188981,B
AF188982,B
AF188983,B
AF188984,B
AF188985,B
AF188986,B
AF188987,B
AF188988,B
AF188989,B
AF188990,B
AF188991,B
AF188992,B
AF191349,B
AF191353,C
AF191355,B
AF191357,B
AF191363,C
AF191364,B
AF191368,B
AF191370,C
AF191372,B
AF191375,B
AF191377,B
AF191380,B
AF191381,B
AF191383,B
AF191385,B
AF191390,C
AF191394,B
AF191399,B
AF191402,B
AF191404,B
AF191407,B
AF191408,B
AF191410,B
AF191412,B
AF191413,B
AF191415,B
AF191417,B
AF191419,B
AF191420,C
AF191423,B
AF191429,B
AF191432,B
AF191439,C
AF193278,B
AF194975,B
AF194976,B
AF194978,B
AF197816,B
AF197817,B
AF197818,B
AF197819,B
AF197820,B
AF197821,B
AF197822,B
AF197823,B
AF197824,B
AF197825,B
AF197869,B
AF197871,B
AF197872,B
AF198056,B
AF198057,B
AF198058,B
AF198059,B
AF198060,B
AF198061,B
AF198062,B
AF198063,B
AF198064,B
AF198065,B
AF198066,B
AF198067,B
AF198068,B
AF198069,B
AF198070,B
AF198071,B
AF198072,B
AF198073,B
AF198074,B
AF198075,B
AF198076,B
AF198077,B
AF198078,B
AF198079,B
AF198080,B
AF198081,B
AF198082,B
AF198083,B
AF198458,B
AF198459,B
AF198460,B
AF198461,B
AF198462,B
AF198463,B
AF199032,B
AF199034,B
AF199036,B
AF199038,B
AF199040,B
AF199042,B
AF200855,B
AF200856,B
AF200857,B
AF200858,B
AF200859,B
AF200860,B
AF200861,B
AF200862,B
AF200863,B
AF200864,B
AF200865,B
AF200866,B
AF200867,B
AF200868,B
AF200869,B
AF200870,B
AF200871,B
AF200872,B
AF200873,B
AF200874,B
AF200875,B
AF200876,B
AF200877,B
AF200878,B
AF200879,B
AF200880,B
AF200881,B
AF200882,B
AF200883,B
AF200884,B
AF200885,B
AF200886,B
AF200887,B
AF200888,B
AF200889,B
AF200890,B
AF200891,B
AF200892,B
AF200893,B
AF200894,B
AF200895,B
AF200896,B
AF200897,B
AF200898,B
AF200899,B
AF200900,B
AF200901,B
AF200902,B
AF200903,B
AF200904,B
AF200905,B
AF200906,B
AF200907,B
AF200908,B
AF200909,B
AF200910,B
AF200911,B
AF200912,B
AF200913,B
AF200914,B
AF200915,B
AF200916,B
AF200917,B
AF200918,B
AF200919,B
AF200920,B
AF200921,B
AF201857,B
AF201864,B
AF203219,B
AF203223,B
AF203228,B
AF203231,B
AF203241,B
AF203248,B
AF203251,B
AF203255,B
AF203263,B
AF203267,B
AF203273,B
AF203277,B
AF203280,B
AF203287,B
AF203290,B
AF203293,B
AF203298,B
AF203304,B
AF203312,B
AF203318,B
AF203320,B
AF203322,B
AF204009,C
AF208301,C
AF208302,C
AF209201,B
AF209202,B
AF209203,B
AF209204,B
AF214531,C
AF214532,C
AF214533,C
AF214534,C
AF214535,C
AF214536,C
AF214537,C
AF214538,C
AF214539,C
AF214540,C
AF214541,C
AF214542,C
AF214543,C
AF214544,B
AF214545,B
AF214546,B
AF214547,C
AF214548,C
AF217150,B
AF219262,C
AF219263,C
AF219264,C
AF219266,C
AF219269,C
AF219270,C
AF219274,C
AF219360,B
AF219361,B
AF219362,B
AF219363,B
AF219364,B
AF219365,B
AF219367,B
AF219368,B
AF219370,B
AF219371,B
AF219373,B
AF219374,B
AF219377,C
AF219627,B
AF220239,B
AF220240,B
AF220241,B
AF220242,B
AF220243,B
AF220244,B
AF220245,B
AF220246,B
AF223973,B
AF223974,B
AF223975,B
AF223976,B
AF223977,C
AF223978,B
AF223979,B
AF223980,B
AF223981,B
AF223982,C
AF223984,B
AF223985,B
AF223986,B
AF223987,B
AF223988,B
AF223989,B
AF223990,B
AF223991,B
AF223992,B
AF223993,C
AF223994,B
AF223995,B
AF223996,B
AF223997,B
AF223998,B
AF223999,B
AF224000,B
AF224001,B
AF224002,B
AF224003,B
AF224004,B
AF224005,B
AF224007,C
AF224008,B
AF224011,B
AF224012,B
AF224013,B
AF224014,B
AF224507,B
AF227272,B
AF231041,B
AF234190,B
AF234192,B
AF234193,B
AF234194,B
AF234195,B
AF234196,B
AF234197,B
AF234198,B
AF234199,B
AF234200,B
AF234201,B
AF234202,B
AF234203,B
AF234204,B
AF234205,B
AF234206,B
AF234207,B
AF234208,B
AF234209,B
AF234210,B
AF234211,B
AF234212,B
AF234213,B
AF234214,B
AF234215,B
AF234216,B
AF234217,B
AF234218,B
AF234219,B
AF234220,B
AF234221,B
AF234222,B
AF234223,B
AF234224,B
AF234225,B
AF234226,B
AF234227,B
AF234228,B
AF234229,B
AF234230,B
AF234231,B
AF234232,B
AF234233,B
AF234234,B
AF234235,B
AF238572,B
AF238573,B
AF238574,B
AF238575,B
AF238576,B
AF238577,B
AF238579,B
AF238580,B
AF238581,B
AF238582,B
AF238583,B
AF238584,B
AF238585,B
AF238586,B
AF238587,B
AF238588,B
AF238589,B
AF238590,B
AF238591,B
AF238592,B
AF238593,B
AF238594,B
AF238595,B
AF238596,B
AF238597,B
AF238598,B
AF238599,B
AF238600,B
AF238601,B
AF238602,B
AF238603,B
AF238604,B
AF238605,B
AF238606,B
AF238607,B
AF239873,C
AF239874,C
AF239875,C
AF239876,C
AF239877,C
AF245223,B
AF245518,C
AF245519,C
AF245520,C
AF245521,C
AF245522,C
AF245523,C
AF245524,C
AF245525,C
AF245526,C
AF245527,C
AF245528,C
AF245529,C
AF245530,C
AF245531,C
AF245532,C
AF245533,C
AF245534,C
AF245535,C
AF245536,C
AF245537,C
AF245538,C
AF245539,C
AF245540,C
AF245541,C
AF245542,C
AF245543,C
AF245544,C
AF245545,C
AF245546,C
AF245547,C
AF245548,C
AF245549,C
AF245550,C
AF245551,C
AF245552,C
AF245553,C
AF245554,C
AF245555,C
AF245556,C
AF245557,C
AF245558,C
AF245559,C
AF245560,C
AF245561,C
AF245562,C
AF245563,C
AF245564,C
AF245565,C
AF245566,C
AF245567,C
AF245568,C
AF245569,C
AF245570,C
AF245571,C
AF245572,C
AF245573,C
AF245574,C
AF245575,C
AF245576,C
AF245577,C
AF245578,C
AF245579,C
AF245580,C
AF245581,C
AF245582,C
AF245583,C
AF245584,C
AF245585,C
AF245586,C
AF245587,C
AF245588,C
AF245589,C
AF245590,C
AF245591,C
AF245592,C
AF245593,C
AF245594,C
AF245595,C
AF245596,C
AF245597,C
AF245598,C
AF245599,C
AF245600,C
AF245601,C
AF245602,C
AF245603,C
AF245604,C
AF245605,C
AF245606,C
AF245607,C
AF245608,C
AF245609,C
AF245610,C
AF245611,C
AF245612,C
AF245613,C
AF250240,C
AF250241,C
AF250242,C
AF250243,C
AF250244,C
AF250245,C
AF250246,C
AF250247,C
AF250248,C
AF250249,C
AF250250,C
AF250251,C
AF250252,C
AF250253,C
AF250254,C
AF250255,C
AF250256,C
AF250257,C
AF250259,C
AF250260,C
AF250261,C
AF250620,B
AF250625,B
AF250630,B
AF250635,B
AF250640,B
AF250645,B
AF250650,B
AF250654,B
AF250659,B
AF250662,B
AF250668,B
AF250675,B
AF250680,B
AF250685,B
AF250689,B
AF250694,B
AF250699,B
AF250704,B
AF250709,B
AF250710,B
AF250715,B
AF250724,B
AF253422,B
AF253425,B
AF253426,B
AF253427,B
AF253428,B
AF253429,B
AF253430,B
AF253431,B
AF253432,B
AF253433,B
AF253434,B
AF253435,B
AF253436,B
AF253437,B
AF253438,B
AF253439,B
AF253440,B
AF253441,B
AF253442,B
AF253443,B
AF256204,B
AF256230,B
AF256287,B
AF256306,B
AF256323,B
AF256405,B
AF258957,B
AF259011,B
AF268914,B
AF268915,B
AF268916,B
AF268917,B
AF268918,B
AF268923,B
AF268924,B
AF268929,B
AF268931,B
AF268932,B
AF268933,B
AF268934,B
AF271390,C
AF271391,B
AF271395,B
AF271396,C
AF271397,C
AF271401,C
AF271404,C
AF277054,B
AF277055,B
AF277056,B
AF277057,B
AF277058,B
AF277059,B
AF277060,B
AF277061,B
AF277062,B
AF277063,B
AF277064,B
AF277065,B
AF277066,B
AF277067,B
AF277068,B
AF277069,B
AF277070,B
AF277071,B
AF277072,B
AF277073,B
AF277074,B
AF277075,B
AF279008,B
AF279046,B
AF279589,B
AF279590,B
AF279591,B
AF279592,B
AF279593,B
AF279594,B
AF279595,B
AF279596,B
AF279597,B
AF283114,C
AF283115,C
AF283116,C
AF283122,C
AF283134,C
AF283135,C
AF283136,C
AF283142,C
AF283145,C
AF283149,C
AF283154,C
AF283155,C
AF283160,C
AF283163,C
AF285267,B
AF285268,C
AF285269,B
AF285271,B
AF286223,C
AF286224,C
AF286225,C
AF286227,C
AF286228,C
AF286231,C
AF286232,C
AF286233,C
AF286234,C
AF286235,C
AF286365,B
AF286538,B
AF286541,B
AF286542,B
AF286543,B
AF286545,B
AF286546,B
AF286548,C
AF286549,B
AF286550,B
AF286551,B
AF286552,B
AF286553,B
AF286554,B
AF286555,B
AF286557,B
AF286558,B
AF286559,B
AF286560,B
AF286561,B
AF286563,B
AF286564,B
AF286566,B
AF286568,B
AF286569,B
AF286570,B
AF286571,B
AF286572,B
AF286574,B
AF286575,B
AF286576,B
AF286577,B
AF286578,B
AF286579,C
AF286580,B
AF286581,B
AF286584,B
AF286585,B
AF286586,C
AF290027,C
AF290032,C
AF290622,B
AF290779,B
AF291136,B
AF292243,B
AF292327,B
AF292747,B
AF292891,B
AF292921,B
AF299427,B
AF299692,B
AF299962,B
AF307161,B
AF307162,B
AF307163,B
AF307164,B
AF307165,B
AF307166,B
AF307167,B
AF307168,B
AF307169,B
AF307170,B
AF307171,B
AF307172,B
AF307173,B
AF307174,B
AF307175,B
AF307176,B
AF307177,B
AF307178,B
AF307179,B
AF307180,B
AF307181,B
AF307182,B
AF307183,B
AF307184,B
AF307185,B
AF307186,B
AF307187,B
AF307188,B
AF307189,B
AF307190,B
AF307191,B
AF307192,B
AF307193,B
AF307194,B
AF307195,B
AF307196,B
AF307197,B
AF307198,B
AF307199,B
AF307200,B
AF307201,B
AF307202,B
AF307203,B
AF307204,B
AF307205,B
AF307206,B
AF307207,B
AF307208,B
AF307209,B
AF307210,B
AF307211,B
AF307212,B
AF307213,B
AF307214,B
AF307215,B
AF307216,B
AF307217,B
AF307218,B
AF307219,B
AF307220,B
AF307221,B
AF307222,B
AF307223,B
AF307224,B
AF307225,B
AF307226,B
AF307227,B
AF307228,B
AF307229,B
AF307230,B
AF307231,B
AF307232,B
AF307233,B
AF307234,B
AF307235,B
AF307236,B
AF307237,B
AF307238,B
AF307239,B
AF307240,B
AF307241,B
AF307242,B
AF307243,B
AF307244,B
AF307245,B
AF307246,B
AF307247,B
AF307248,B
AF307249,B
AF307250,B
AF307251,B
AF307252,B
AF307253,B
AF307254,B
AF307255,B
AF307256,B
AF307257,B
AF307258,B
AF307259,B
AF307260,B
AF307261,B
AF307262,B
AF307263,B
AF307264,B
AF307265,B
AF307266,B
AF307267,B
AF307268,B
AF307269,B
AF307270,B
AF307271,B
AF307272,B
AF307273,B
AF307274,B
AF307275,B
AF307276,B
AF307277,B
AF307278,B
AF307279,B
AF307280,B
AF307281,B
AF307282,B
AF307283,B
AF307284,B
AF307285,B
AF307286,B
AF307287,B
AF307288,B
AF307289,B
AF307290,B
AF307291,B
AF307292,B
AF307293,B
AF307294,B
AF307295,B
AF307296,B
AF307297,B
AF307298,C
AF307299,C
AF307750,C
AF307755,C
AF307756,C
AF308530,B
AF308531,B
AF308532,B
AF308533,B
AF308534,B
AF309422,C
AF309424,C
AF309426,C
AF309430,C
AF309432,C
AF309434,C
AF309436,C
AF309438,C
AF310648,C
AF310649,C
AF310650,C
AF310651,C
AF310652,C
AF310653,C
AF310654,C
AF310655,C
AF310656,C
AF310657,C
AF310658,C
AF310659,C
AF310660,C
AF310661,C
AF310662,C
AF310663,C
AF310664,C
AF310665,C
AF310666,C
AF310667,C
AF310668,C
AF310669,C
AF310670,C
AF310671,C
AF314065,B
AF314066,B
AF314068,B
AF314069,B
AF314070,B
AF314071,B
AF314073,B
AF314074,B
AF314075,B
AF314076,B
AF314077,B
AF314079,B
AF314080,B
AF314081,B
AF314083,B
AF314084,B
AF314085,B
AF314086,B
AF314087,B
AF316074,B
AF316075,B
AF316076,B
AF316077,B
AF316078,B
AF316079,B
AF316080,B
AF316081,B
AF316082,B
AF316083,B
AF316084,B
AF316085,B
AF316086,B
AF316087,B
AF316088,B
AF316089,B
AF316090,B
AF316091,B
AF316092,B
AF316093,B
AF316094,B
AF321080,B
AF321081,C
AF321563,B
AF325930,B
AF325933,B
AF325935,B
AF325938,B
AF325941,B
AF325944,B
AF325947,B
AF325950,B
AF325953,B
AF325956,B
AF325959,B
AF325962,B
AF325964,B
AF326146,B
AF327735,C
AF327736,C
AF327737,C
AF329019,B
AF329020,B
AF329021,B
AF329022,B
AF329025,B
AF329026,B
AF329027,B
AF329028,B
AF329029,B
AF329030,B
AF329031,B
AF331423,B
AF331426,B
AF333198,B
AF333203,B
AF333211,B
AF335336,B
AF335352,B
AF337255,B
AF337285,B
AF343087,B
AF353306,B
AF353307,B
AF353308,B
AF353309,B
AF353310,B
AF353311,B
AF353312,B
AF353734,B
AF353754,B
AF353792,B
AF353832,B
AF353863,B
AF353887,B
AF353922,B
AF355630,B
AF355726,B
AF361874,C
AF361875,C
AF368527,B
AF368579,B
AF368640,B
AF370890,B
AF370891,B
AF370892,B
AF370893,B
AF370894,B
AF370895,B
AF370896,B
AF370897,B
AF370898,B
AF370899,B
AF370900,B
AF370901,B
AF370902,B
AF370903,B
AF370904,B
AF370905,B
AF370906,B
AF370907,B
AF370908,B
AF370909,B
AF370910,B
AF370911,B
AF370912,B
AF370913,B
AF370914,B
AF370915,B
AF370916,B
AF370917,B
AF370918,B
AF370919,B
AF370920,B
AF370921,B
AF370922,B
AF370923,B
AF370924,B
AF370925,B
AF370926,B
AF370927,B
AF370928,B
AF370929,B
AF370930,B
AF370931,B
AF370932,B
AF370933,B
AF370934,B
AF370935,B
AF370936,B
AF370937,B
AF370938,B
AF370939,B
AF370940,B
AF370941,B
AF370942,B
AF370943,B
AF370944,B
AF370945,B
AF370946,B
AF370947,B
AF370948,B
AF370949,B
AF370950,B
AF370951,B
AF370952,B
AF370953,B
AF370954,B
AF370955,B
AF370956,B
AF370957,B
AF370958,B
AF370959,B
AF370960,B
AF370961,B
AF370962,B
AF370963,B
AF370964,B
AF370965,B
AF370966,B
AF370967,B
AF370968,B
AF370969,B
AF370970,B
AF370971,B
